Dataset,Features,Model,BalAcc,Sens,Spec,f1,AUC,Acc,Prec,Classifier,Hyperparams
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.5,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.73,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.5,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.73,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 50, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.5,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.73,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.5,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.73,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 100, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'euclidean', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'manhattan', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.3, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.49,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 0.3, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.5,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.73,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 0, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.5,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 1.0, 'weights': 'uniform'}"
Single-Model,All Features,k-NN,0.5,0.0,1.0,0.0,0.73,0.87,0.0,RadiusNeighborsClassifier,"{'leaf_size': 200, 'metric': 'chebyshev', 'outlier_label': 1, 'radius': 1.0, 'weights': 'distance'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.51,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.51,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.67,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.36,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.01,0.51,0.87,0.1,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.67,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.51,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23,), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.51,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.62,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.61,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.5,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.55,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.55,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.64,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.41,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.41,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.47,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.57,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.57,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.6,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.6,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.05, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.4,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.4,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.52,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.63,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.63,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.68,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.68,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.66,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.48,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.48,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.4,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.4,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.54,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.54,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.4,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.4,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.52,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.52,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.75,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.55,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.55,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.3, 'hidden_layer_sizes': (23, 46, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.42,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.42,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.57,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 23, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.74,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'sgd'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.55,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'constant', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
Single-Model,All Features,Neural Networks,0.5,0.0,1.0,0.0,0.55,0.87,0.0,MLPClassifier,"{'activation': 'tanh', 'alpha': 0.5, 'hidden_layer_sizes': (23, 46, 23), 'learning_rate': 'adaptive', 'learning_rate_init': 0.7, 'max_iter': 1000, 'random_state': 42, 'solver': 'adam'}"
